symbol,name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
VISHWAS,Vishwas Agri,44.80,20.93,44.80,0.00,0.24,-93.68,56.16,24.72,7.01
513566,Nova Iron &Steel,12.39,,44.78,0.00,-1.06,-10.97,108.04,8.71,-2.76
524711,Vista Pharma.,7.27,,44.75,0.00,-5.86,-290.67,0.00,-100.00,-30.33
REXPRO,Rexpro Enter.,39.90,19.87,44.71,0.00,0.39,-90.60,28.57,-45.46,5.53
544662,Simandhar Impex,146.20,2234.50,44.69,0.00,0.06,,1.54,,1.15
519234,Superior Indus.,32.19,32.78,44.58,0.00,0.03,-102.16,9.71,-34.57,2.44
513629,Tulsyan NEC,27.00,,44.45,0.00,-19.36,53.72,164.97,-22.91,1.57
540135,ARC Finance,0.51,61.74,44.45,0.00,0.48,114.12,5.64,54.52,1.28
507948,Key Corp,73.99,,44.39,0.00,9.24,17.41,9.46,16.93,-4.07
ATCENERGY,ATC Energies,21.75,,44.35,0.00,-2.09,-137.25,17.85,-38.06,0.63
TSC,TSC India,30.50,12.00,44.28,0.00,0.96,-73.91,12.81,-7.04,12.77
531616,Starcom Info.,88.49,,44.25,0.00,-1.45,19.44,0.70,-15.66,
KARMAENG,Karma Energy Ltd,38.18,,44.17,0.00,-0.82,-646.67,0.88,-6.38,-4.76
531900,CCL Internationa,23.00,46.46,44.14,0.00,1.47,-51.80,33.82,-6.08,4.30
526335,Shreyas Interm.,6.23,,44.14,0.00,-0.28,6.67,0.00,,-5.36
KSHITIJPOL,Kshitij Polyline,2.86,12.43,44.11,0.00,2.24,144.36,13.14,46.33,8.43
544489,LGT Global Hospitality,47.00,9.60,44.05,0.00,0.90,-65.78,64.88,43.25,21.08
534732,Caspian Corporat,34.79,65.73,44.04,1.44,0.06,140.59,28.33,45.36,4.23
AKI,AKI India,4.26,22.78,43.97,0.00,0.76,16.92,36.58,52.29,4.67
544561,Chiraharit,8.02,209.29,43.95,0.00,1.35,-39.83,35.32,31.15,3.86
TPHQ,Teamo Production,0.40,438.50,43.85,0.00,-6.24,-4900.00,15.19,-3.98,0.35
538923,Sofcom Systems,18.11,79.69,43.83,0.00,0.17,-71.19,0.40,-61.54,0.84
BMETRICS,Bombay Metrics,35.50,28.20,43.71,0.56,0.63,-77.66,45.19,-13.25,10.53
544659,Stanbik Agro,32.79,10.02,43.69,0.00,2.14,11.46,50.35,70.79,19.11
544337,Avax Apparels,52.40,14.67,43.56,0.00,1.77,142.47,21.33,10.23,41.89
544778,Vahh Chemicals,52.42,9.05,43.54,0.00,2.08,,16.52,,36.88
509040,Netlink Solns(I),172.00,21.43,43.50,0.00,-0.02,98.97,0.01,0.00,6.09
539762,Modern Engineer.,28.15,5.12,43.49,0.00,0.37,-96.05,47.62,12.84,15.09
GFSTEELS,Grand Foundry,14.29,17.82,43.48,0.00,2.11,1506.67,19.65,,116.54
SWASTIK,Swastik Pipe,18.70,,43.44,0.00,-47.88,-396.84,146.07,-61.60,-20.60
SILKY,Silky Overseas,68.15,6.40,43.40,0.00,-0.61,-123.46,12.50,-47.17,17.88
532005,Sam Industries,39.05,8.87,43.30,0.00,0.64,190.91,2.96,-45.99,7.91
VLINFRA,V.L.Infraproject,27.55,5.14,43.29,0.00,4.40,26.80,86.90,26.47,22.41
544169,Amkay Products,50.00,18.74,43.28,0.00,0.34,-77.48,19.02,-7.45,12.77
544505,Austere Sys.,41.20,8.57,43.17,0.49,2.87,13.89,11.95,4.09,26.47
BULKCORP,Bulkcorp Inter.,57.35,11.55,43.09,0.00,1.93,-9.39,32.41,-5.34,17.17
MANGALAM,Mangalam Drugs,27.22,,43.08,0.00,-13.06,-8806.67,67.29,-7.54,-14.01
539265,Amrapali Fincap,32.04,55.21,43.06,0.00,0.55,1275.00,16.00,-35.97,0.41
LFIC,Lak. Fin. & Indl,143.30,,42.99,2.09,-2.77,-4.92,2.00,18.34,-2.10
530979,India Home Loans,30.07,429.50,42.95,0.00,0.00,-100.00,3.70,-0.80,8.48
VIVIMEDLAB,Vivimed Labs.,5.18,,42.95,0.00,-147.12,-2527.14,12.00,-53.14,-65.22
SAGARDEEP,Sagardeep Alloys,25.16,17.45,42.92,0.00,1.62,406.25,70.45,117.17,10.59
532402,USG Tech,10.89,,42.92,0.00,-0.08,11.11,0.00,,-0.48
544035,Swashthik Plas.,22.00,5.33,42.83,0.00,2.54,1.60,77.09,6.98,9.42
SATECH,S A Tech Soft.,32.75,19.71,42.76,0.00,2.81,-3.10,62.57,28.98,8.81
522152,Solitaire Mach.,93.97,31.14,42.66,1.60,0.68,-4.23,8.39,19.18,8.26
530595,TeleCanor Global,25.85,5.96,42.63,0.00,3.17,2364.29,6.87,,16.44
RULKA,Rulka,100.00,12.94,42.58,0.00,1.77,34.09,55.05,2.32,12.41
DEEM,Deem Roll-Tech,51.00,19.59,42.52,0.00,2.64,158.82,45.42,-2.09,5.47
511355,India Cem. Cap.,19.52,,42.38,0.00,-0.39,-880.00,1.26,4.13,-0.35
532355,Picturehouse,8.11,79.94,42.37,0.00,0.08,-96.95,0.02,100.00,11.00
AMBICAAGAR,Ambica Agarbat.,24.64,12.27,42.33,0.00,0.82,142.27,22.27,-28.28,8.15
GOLDENTOBC,Golden Tobacco,24.03,7.98,42.31,0.00,-1.55,-187.04,3.80,-18.28,
526231,Standard Surfact,51.15,12.69,42.26,0.00,2.52,92.37,73.82,55.77,10.30
524602,Bandaram Pharma,23.50,93.84,42.23,0.43,0.09,-40.00,26.26,209.31,4.42
544334,Indobell Insul.,67.01,52.78,42.22,2.98,0.33,-81.25,8.58,-57.50,6.40
514442,Sri KPR Inds.,20.93,7.00,42.17,0.00,0.29,-30.95,2.14,-32.49,5.16
513059,G S Auto Intl.,14.72,12.37,42.07,0.00,1.39,1885.71,41.94,9.50,14.96
521151,Dhanlaxmi Fabric,49.00,,42.04,0.00,-1.77,-26.92,6.64,66.00,-5.65
511609,ISL Consulting,17.50,,42.00,0.00,-2.82,-80.77,4.27,-39.77,-17.01
524440,Camex,41.13,14.28,41.99,0.00,1.81,986.67,41.35,11.13,10.70
532404,Saven Tech.,38.59,12.27,41.98,3.89,0.77,63.83,5.13,35.36,21.00
500170,GTN Industries,23.90,,41.92,0.00,-4.91,-206.88,37.91,-7.72,-7.75
544607,Shining Tools,74.00,10.76,41.87,0.00,2.05,54.14,10.29,9.58,22.39
543310,Times Green Ener,75.00,190.05,41.81,0.00,0.06,-72.73,13.01,-56.60,1.74
523387,Homre,2.09,154.74,41.78,0.00,0.63,270.59,11.92,,36.91
TNTELE,T N Telecom.,9.14,,41.75,0.00,-3.69,33.15,0.00,,
539455,Aryavan Enterprise,59.95,12.39,41.74,0.83,1.18,83.61,25.41,79.58,14.86
PRUDMOULI,Pruden. Sugar,12.92,6.76,41.67,0.00,1.50,37.61,10.39,49.71,7.45
541601,Rajnish Wellness,0.41,,41.63,0.00,-4.70,-921.74,101.95,1666.90,-8.99
PENTAGON,Pentagon Rubber,53.95,22.61,41.60,0.00,1.21,-31.25,24.11,-3.64,7.40
507817,Wires & Fabriks,135.80,159.81,41.55,0.07,0.15,-51.61,28.76,8.20,5.52
538868,Cont. Securities,13.05,18.92,41.44,0.38,0.57,78.12,1.07,46.58,13.60
AURIGROW,Auri Grow India,0.28,,41.33,0.00,-1.30,-140.12,0.00,-100.00,-0.37
511359,AD Manum Finance,55.06,4.15,41.30,0.00,2.63,-16.44,4.63,45.14,14.92
531931,Sai Capital,143.30,3.35,41.26,0.00,2.32,-54.05,0.14,16.67,4.99
MANUGRAPH,Manugraph India,13.51,9.95,41.09,0.00,-1.23,-131.91,25.09,-10.17,10.62
JISLDVREQS,Jain Irrigat-DVR,21.28,,41.06,0.00,20.42,85.30,1092.49,7.78,
521178,Sri Ramakr. Mill,57.64,2.09,41.04,0.00,30.20,7683.33,51.40,322.70,30.72
526841,Shakti Press,14.57,24.87,41.03,0.00,0.91,2375.00,65.84,1513.73,8.88
539246,Atma Industries,178.25,,41.00,0.00,-0.03,,0.00,,-1.21
ADL,Archidply Decor,73.49,272.73,40.91,0.00,-0.02,600.00,11.60,-17.32,2.70
522235,Minal Industries,2.13,58.39,40.87,0.00,1.63,-58.62,15.18,-20.77,1.42
531982,Spectrum Foods,17.00,140.90,40.86,0.00,-3.35,20.43,5.20,7.88,1.06
544698,PAN HR Solution,56.65,5.45,40.85,0.00,4.32,157.14,125.92,27.88,29.61
VICTORYEV,Victory Ele.,16.95,18.99,40.83,0.00,0.53,-86.91,15.27,-52.67,10.52
502873,H P Cotton Tex,103.95,13.91,40.77,0.00,0.63,-36.36,27.56,-24.35,19.04
517119,PCS Technology,19.45,23.55,40.75,0.00,0.43,4.88,0.12,33.33,4.98
505807,Rolcon Engg. Co.,535.80,13.26,40.72,0.47,0.74,-17.78,12.60,1.20,13.29
526851,Arex Industries,113.00,27.48,40.67,0.00,-0.03,-111.54,12.38,-2.06,7.75
538778,Kalyan Capitals,7.74,10.56,40.65,0.00,0.82,180.95,9.87,123.81,10.45
SHEKHAWATI,Shekhawati Inds,11.78,4.70,40.61,0.00,4.63,2993.75,8.31,-24.18,47.29
538921,Raghuvansh Agro.,34.05,9.75,40.58,0.00,1.64,-40.44,3.61,-37.44,6.47
542145,Roni Households,35.30,,40.57,0.00,-0.52,-182.54,1.40,-66.98,-2.34
512589,Sita Enterprises,135.05,8.96,40.52,0.00,-0.11,-117.74,0.07,-88.71,29.59
544251,Share Samadhan,33.00,69.81,40.49,0.00,0.10,-89.18,2.41,-75.88,1.58
524516,Bacil Pharma,28.20,25.95,40.48,0.00,0.62,3000.00,0.00,,3.93
507828,Ansal Housing,5.81,,40.46,0.00,-28.52,-3235.80,69.98,-37.64,-5.05
517415,Lee & Nee Soft.,7.25,130.42,40.43,0.00,0.09,200.00,3.74,30.77,0.98
MITTAL,Mittal Life Styl,0.91,17.64,40.40,0.00,0.46,-81.03,23.33,9.69,7.89
530053,Real Eco-Energy,4.03,100.75,40.30,0.00,-0.04,-104.94,1.25,-62.69,4.56
514412,Sarup Industries,123.55,70.44,40.15,0.00,0.27,-37.21,4.34,-10.88,4.14
AATMAJ,Aatmaj Health,17.75,56.51,40.12,0.00,0.20,-39.39,13.51,22.48,3.56
544412,3B Films,16.18,21.78,40.08,0.00,2.79,36.76,34.30,-11.85,4.90
514087,PBM Polytex,58.13,,39.99,0.00,-1.37,-226.19,47.96,-3.62,-1.35
544772,Aureate Tradde,30.75,7.59,39.93,0.00,2.46,47.31,103.27,-9.98,20.48
526269,Crestchem,133.00,14.72,39.90,1.13,1.10,80.33,10.23,41.49,43.41
544002,Vivaa Tradecom,101.33,45.34,39.90,0.00,0.04,-48.08,156.70,23.63,5.22
538607,Toyam Sports,0.69,,39.87,0.00,-3.43,49.39,0.00,-100.00,-6.50
VMOBILE,Vinit Mobile,64.50,10.21,39.80,0.00,1.00,,18.09,,98.86
530433,Shiva Global,39.76,,39.73,0.00,3.50,-11.17,68.80,-26.78,4.41
507690,Orient Beverages,183.55,10.33,39.65,0.00,-0.65,-1183.33,44.24,8.91,12.17
HOMESFY,Homesfy Realty,122.85,,39.63,0.00,-11.93,-29250.00,20.79,-27.00,-48.90
530217,Swojas Foods,8.95,44.52,39.62,0.00,-0.05,-109.26,46.23,65.88,8.55
542801,Misquita Engg.,84.50,172.22,39.61,0.00,0.08,300.00,9.15,41.42,3.07
DHANLAXMI,Dhanlaxmi Crop,24.25,,39.60,0.00,-5.13,-1215.22,9.34,-0.11,0.93
531233,Rasi Electrodes,12.70,11.23,39.54,0.00,0.76,13.43,18.56,-8.26,12.86
539669,R G F Capital,2.62,982.75,39.31,0.00,0.16,77.78,0.54,315.38,2.67
MANAV,Manav Infra,29.85,9.75,39.28,0.00,3.61,19.93,32.13,77.12,33.22
PRESSTONIC,Presstonic Engi.,25.45,15.09,39.23,0.00,2.27,-57.09,20.33,13.20,9.80
MADHUCON,Madhucon Project,5.31,,39.19,0.00,-96.15,-155.52,125.75,-9.39,-34.01
BABAFP,Baba Food,24.00,,39.18,0.00,-2.74,-242.71,104.35,-14.02,1.31
530991,Roopa Industries,49.75,9.61,39.13,0.00,-1.43,533.33,30.14,1.04,15.03
ORIENTALTL,Oriental Trimex,5.31,16.90,39.03,0.00,1.32,-70.90,13.94,-16.33,3.83
540550,Yug Decor,24.11,487.75,39.02,0.00,0.15,-77.61,19.24,10.26,5.72
532957,Gokak Textiles,60.00,,39.00,0.00,-4.98,24.69,25.50,33.58,-2.37
21STCENMGM,21st Cent. Mgmt.,37.11,,38.97,0.00,-12.87,-19.06,-9.63,-27.89,-57.00
ARCIIL,ARC Insulation,37.80,20.92,38.92,0.00,1.00,,10.85,,6.50
522207,Rasandik Engg.,64.85,,38.75,0.00,-2.60,-134.23,19.02,39.34,-3.44
530169,Mohit Paper Mill,27.65,5.84,38.71,0.00,0.73,231.82,59.57,13.66,11.83
VERA,Vera Synthetic,78.25,10.94,38.62,0.00,1.54,100.00,24.52,28.31,19.12
ABMINTLLTD,A B M Internatl.,41.02,,38.59,0.00,1.69,196.57,14.37,-18.68,-8.50
530525,Rajnish Retail,2.46,85.69,38.56,0.00,0.73,380.77,5.50,-75.57,0.86
FAALCON,Faalcon Concepts,39.55,12.20,38.54,0.00,2.11,,19.50,,
530265,Sainik Finance,35.37,9.23,38.48,0.00,1.26,-52.81,4.76,-9.51,10.57
540359,Parmax Pharma,102.83,,38.47,0.00,-0.58,-38.10,3.31,-31.47,-82.96
NMSTEEL,Newmalayalam St.,22.25,5.43,38.46,0.00,2.86,466.67,157.69,5.16,12.40
531297,Artefact Project,52.83,7.31,38.43,0.95,0.86,-84.63,14.33,12.48,10.22
540181,Salem Erode Inv.,33.52,,38.43,0.00,-1.40,-15.70,0.71,-20.22,-10.44
AROGRANITE,Aro Granite Inds,25.01,,38.27,0.00,-6.41,-32150.00,11.52,-57.03,1.04
526616,Natl. Plastic,41.90,11.05,38.25,0.00,-1.05,-202.94,27.18,12.55,12.38
503229,Simplex Realty,127.55,,38.14,0.00,-2.04,-563.33,8.86,3307.69,-0.32
BANG,Bang Overseas,28.10,4.94,38.10,0.00,2.52,147.40,58.07,20.35,7.15
544630,Helloji Holidays,111.00,30.46,38.07,0.00,0.35,-78.40,14.97,-10.09,14.26
SOCL,Sundrex Oil,28.40,7.15,38.04,0.00,2.90,-16.18,67.25,96.29,21.24
544693,Kanishk Alumin.,28.25,9.22,37.97,0.00,1.69,-19.52,44.64,26.10,13.79
524703,Sandu Pharma.,39.29,21.45,37.96,2.04,0.04,-87.88,16.85,19.76,6.41
543970,Shoora Designs,82.00,947.75,37.91,0.00,0.02,-92.86,9.88,290.51,0.24
542668,Evans Electric,69.00,,37.87,2.17,-0.75,-111.38,4.81,-76.77,1.69
530897,N G Industries,112.95,21.87,37.84,3.10,0.69,128.40,4.36,-2.46,5.88
531111,Gothi Plascon,37.05,20.88,37.79,5.40,-0.08,33.33,1.26,14.55,21.10
511000,MSL Global,17.61,13.42,37.72,0.00,-0.37,-184.62,2.14,5250.00,3.51
544796,Liotech Ind.,96.50,5.96,37.64,0.00,2.45,17.22,33.98,50.82,48.38
511654,Sugal & Damani,60.01,9.08,37.51,0.00,0.61,-62.58,5.47,-25.38,19.34
CELLPOINT,Cell Point,20.05,624.33,37.46,0.00,-0.13,-120.00,190.99,11.57,5.47
531950,Vertex Secur.,3.44,,37.45,0.00,-1.44,-166.67,1.11,-23.45,-12.04
JFLLIFE,JFL Life,11.35,5.85,37.45,0.00,1.66,1975.00,63.05,437.51,18.19
526490,Pratik Panels,5.86,22.15,37.44,0.00,0.38,72.73,3.08,755.56,33.15
544303,Toss The Coin,197.70,13.84,37.37,3.79,1.27,1311.11,7.81,82.05,26.55
530255,Kay Power &Paper,10.69,36.98,37.35,0.00,1.06,10.42,4.89,-59.79,1.54
544393,Infonative Solu.,31.50,13.09,37.32,0.00,1.34,-41.74,10.95,4.89,13.82
531144,EL Forge,18.35,15.61,37.30,0.00,1.24,116.36,22.51,14.85,11.08
539122,Bodhtree Consul.,17.00,25.99,37.17,0.00,0.11,113.25,8.36,1186.15,9.23
VSCL,Vadivarhe Speci.,29.00,,37.07,0.00,2.21,132.56,28.74,22.61,-2.05
509762,Mapro Industries,44.18,119.55,37.06,0.00,-0.18,-5.88,0.75,316.67,1.56
533101,Suryaamba Spinni,126.25,12.02,37.02,0.79,0.72,-9.52,47.54,-13.81,8.22
531810,Metal Coatings,50.50,15.42,37.00,1.98,0.13,-90.23,36.75,-9.88,7.01
539798,Umiya Tubes,28.55,13.21,36.99,0.00,1.93,310.64,8.23,,14.19
512587,Zodiac-JRD MKJ,33.68,9.83,36.97,0.00,2.80,13400.00,7.97,67.79,6.96
501370,Walchand People,127.25,10.65,36.95,0.79,-0.08,-122.86,10.08,18.45,15.66
530959,Diana Tea Co,24.55,21.03,36.80,0.00,-9.66,-8.66,7.62,-20.29,4.16
544805,Jivial Industrie,78.55,9.78,36.68,0.00,,,,,51.76
505250,G G Dandekar,77.00,89.41,36.66,0.00,0.37,161.67,0.82,-24.07,-0.61
544201,Dindigul Farm,15.00,9.85,36.64,0.00,2.81,136.83,51.76,76.41,8.84
539760,Relicab Cable,36.28,19.27,36.62,0.00,0.75,108.33,25.97,63.23,17.82
544759,Goldline Pharmaceutical,38.13,8.88,36.60,0.00,2.76,,17.31,,29.90
517546,Alfa Transformer,39.87,,36.48,0.00,-1.05,-775.00,9.57,-23.38,-0.30
503776,Modipon,31.49,,36.45,0.00,-0.16,-45.45,0.00,,
540904,Tirupati Foam,82.64,19.17,36.42,1.21,0.51,-17.74,24.38,-12.08,8.80
526161,Spenta Intl.,131.74,,36.42,0.76,-1.16,-992.31,11.20,13.94,0.74
511658,Nettlinx,15.06,,36.41,0.00,0.90,700.00,5.95,-41.03,0.70
530951,Ram Info,44.42,19.56,36.38,0.00,0.11,-76.79,10.08,125.00,4.69
500371,Samtel (India),51.28,605.83,36.35,0.00,0.57,2950.00,0.08,700.00,-20.83
542802,Galactico Corpo.,1.98,22.97,36.29,0.00,0.43,7.50,5.37,-37.92,6.26
507946,Kiduja India,15.11,16.26,36.26,0.00,0.14,103.42,0.03,,27.16
CEREBRAINT,Cerebra Integr.,2.99,,36.23,0.00,-31.15,-596.87,1.14,-54.76,-40.77
519359,Poona Dal & Oil,63.43,25.51,36.22,0.00,0.13,-35.00,35.25,1.73,3.52
521228,Tatia Global,2.38,6.34,36.09,0.00,0.03,-87.50,0.20,-47.37,16.62
520123,ABC India,66.30,,35.92,0.75,2.22,-359.26,45.20,-7.02,-0.31
532911,Parle Industries,7.35,,35.90,0.00,0.05,25.00,0.15,-95.95,0.09
500239,K G Denim,14.00,115.77,35.89,0.00,5.61,147.49,11.70,60.94,9.86
NKIND,N K Industries,59.72,,35.89,0.00,-0.09,96.62,2.77,-39.52,
538834,JMJ Fintech,9.53,4.72,35.87,2.62,1.75,165.15,5.35,-12.44,20.24
KONTOR,Kontor Space,58.05,15.80,35.87,0.00,0.71,,12.16,,15.43
532123,BSEL ALGO,4.14,,35.86,0.00,-42.84,-556.05,-46.21,-531.28,-7.48
SHRIKANHA,Shri Kanha Stain,23.00,4.10,35.84,0.00,4.48,35.35,95.42,13.55,23.77
HRHNEXT,HRH Next,27.05,7.35,35.72,0.00,2.78,152.73,35.92,24.68,15.84
512217,Prism Medico,26.28,111.38,35.64,0.00,-0.24,-700.00,0.28,300.00,2.82
TARAPUR,Tarapur Trans,18.16,,35.41,0.00,-1.26,94.74,0.00,,5.72
ASHOKAMET,Ashoka Metcast,14.16,3.28,35.39,0.00,2.22,311.11,10.35,59.48,9.39
544771,Rajnandini Fashion,34.12,7.01,35.38,0.00,,,,,54.32
HBSL,HB Stockholdings,49.56,,35.37,2.02,-9.94,-38.83,0.36,28.57,-11.88
511525,Pan India Corpor,1.65,,35.35,0.00,-0.11,42.11,0.00,,-6.28
530109,Anupam Finserv,1.86,18.10,35.30,0.00,0.31,1450.00,1.31,48.86,8.16
504810,Informed Techn.,84.31,140.64,35.16,0.00,-1.29,-1742.86,0.26,-45.83,3.14
501622,Amalgamated Elec,126.44,,35.11,0.00,-0.08,,0.00,,
524675,Kabsons Industri,20.02,33.62,34.96,0.00,-0.62,-4600.00,11.24,10.41,9.28
543522,Nanavati Venture,74.80,499.00,34.93,0.00,0.03,-85.00,1.79,-65.51,0.71
530787,Inland Printers,70.48,,34.84,0.00,-0.09,0.00,0.00,,-8.82
530231,Subhash Silk,82.00,,34.77,0.00,0.00,100.00,0.01,-66.67,-6.91
LASA,Lasa Supergeneri,6.94,,34.77,0.00,-4.16,-138.67,-0.13,-100.33,-18.15
511692,Ajcon Global,5.66,163.61,34.62,0.00,-0.52,35.06,19.80,489.29,2.93
542503,Mahip Industries,17.99,23.54,34.61,0.00,0.26,92.11,1.93,-67.99,
511740,Ruparel Food,112.20,,34.58,0.00,-0.06,-700.00,0.22,-92.52,-3.96
531328,Kretto Syscon,0.51,17.10,34.54,0.00,-0.39,71.32,1.00,-56.33,4.00
521232,Sunil Industries,82.18,7.50,34.52,0.00,0.58,-47.27,59.85,88.68,11.41
543938,AccelerateBS Ind,100.23,53.02,34.46,0.30,0.65,,6.92,,
531199,Glance Finance,152.10,6.97,34.31,0.00,-3.84,-38500.00,0.32,-87.74,13.25
505515,Shyamkamal Inv,12.94,148.61,34.18,1.55,-0.49,-146.67,-0.10,-113.51,5.15
531471,Duke Offshore,34.65,,34.16,0.00,-0.28,30.00,0.00,,-13.14
531259,Esha Media,43.73,,34.14,0.00,1.80,-438.10,0.58,38.10,
UNILEX,Unilex Colour &C,25.00,4.16,34.04,0.00,6.70,,78.63,,
517201,Switching Tech.,138.75,,33.99,0.00,12.09,-192.70,2.09,11.76,
531752,Biogen Pharma,0.32,39.19,33.70,0.00,-0.36,-130.51,0.58,-57.04,1.01
524818,Dynamic Industri,111.10,18.49,33.66,0.90,0.62,-7.46,17.33,-8.69,5.92
503092,Pasupati Spinng.,36.00,15.14,33.62,0.00,1.77,261.22,28.20,1.26,8.83
524488,SVC Industries,2.06,,33.60,0.00,-0.78,17.02,0.07,-36.36,-0.56
517264,Fine Line Cir.,69.77,86.05,33.56,0.00,-0.24,800.00,8.41,27.42,5.06
AGNI,Agni Green,17.10,24.03,33.40,0.00,0.61,136.17,21.60,-13.36,8.97
507300,The Ravalgaon,980.00,,33.32,0.00,-3.51,-3800.00,0.00,,-16.70
502445,Citadel Realty,36.98,22.04,33.28,1.35,0.38,46.15,0.96,10.34,11.07
530711,Jagan Lamps,45.56,17.32,33.26,0.00,0.57,-52.50,8.81,-28.14,7.92
AKG,AKG Exim,10.46,92.33,33.24,0.00,0.07,-74.07,16.39,-44.55,1.99
530855,GDL Leasing,66.25,41.49,33.19,0.00,-0.09,-550.00,0.93,232.14,15.98
531600,Gogia Capital,52.48,,33.17,0.00,-3.08,-84.43,0.07,106.54,-15.94
524548,Sharma E I Hosp.,100.90,26.69,33.10,0.00,0.43,16.22,7.47,24.92,11.58
531168,Associated Cera.,161.85,15.91,33.09,0.00,-0.19,-176.00,9.25,-17.92,9.83
536846,Yuranus Infrast.,94.50,84.82,33.08,0.00,0.80,600.00,6.07,60.58,13.04
AKSHAR,Akshar Spintex,0.42,,33.07,0.00,-0.39,65.79,34.40,12.49,-8.54
539273,Pecos Hotels,252.00,20.13,33.01,1.39,0.91,56.90,6.17,19.34,31.64
511539,Supra Trends,13.94,,32.98,0.00,-0.45,48.28,2.68,2877.78,-7.17
514260,Surbhi Industrie,95.88,16.56,32.96,0.00,0.88,66.04,7.76,-2.88,10.63
531067,Contil India,21.25,14.36,32.88,0.00,0.45,2.27,7.16,0.70,23.97
510245,Swasti Vinayaka,3.65,10.77,32.85,0.00,1.25,145.10,6.90,-35.09,16.81
511169,RKD Agri,5.62,,32.85,0.00,-0.42,-281.82,0.62,24.00,-14.37
DNAMEDIA,Diligent Media,2.79,,32.84,0.00,-6.02,-251.26,1.62,-71.38,-1.17
506858,Guj. Petrosynth.,55.00,13.91,32.83,0.00,0.43,-14.00,6.00,29.59,5.71
531223,Anjani Synth.,22.23,8.65,32.79,0.00,0.78,136.36,74.10,17.56,5.99
512257,Swasti Vin. Art,3.64,5.64,32.76,0.00,2.75,189.47,11.74,236.39,22.91
WALPAR,Walpar Nutrition,34.85,13.25,32.73,0.00,1.50,13.46,42.30,7.80,14.84
540850,Jhandewala Foods,21.40,5.42,32.65,0.00,3.13,25.70,74.94,147.57,14.54
SEYAIND,Seya Industries,12.28,,32.63,0.00,-0.71,83.90,0.00,100.00,-0.32
511012,Yamini Invest,0.62,171.58,32.60,0.00,-0.36,87.63,1.43,68.24,0.36
MOHITIND,Mohit Industries,23.00,,32.56,0.00,0.07,126.19,36.83,2.50,1.65
512499,Shalimar Prod.,0.33,,32.48,0.00,-0.27,-35.00,0.00,-100.00,-1.15
524156,TCM,43.40,,32.45,0.00,-1.63,-140.94,4.92,-35.69,-9.58
532918,Rathi Bars,19.85,,32.42,0.00,0.70,-21.35,90.62,-18.01,-3.53
543921,Comrade Applian.,41.67,,32.41,0.00,-2.49,-206.41,15.26,-62.32,-23.19
509196,M M Rubber,52.00,,32.40,0.00,0.37,146.67,9.98,5.83,-3.11
523144,Medi Caps,25.98,,32.40,0.00,3.04,76.74,3.45,-50.50,-2.59
544575,Mittal Sections,28.00,9.36,32.39,0.00,1.12,9.80,78.33,14.53,12.80
511712,Relic Tech.,57.91,,32.38,0.00,-2.93,-356.82,0.47,0.00,-34.29
530609,Carnation Inds.,93.59,,32.36,0.00,0.76,255.10,1.70,,11.27
531156,Alfavision Overs,10.25,230.79,32.31,0.00,0.13,262.50,0.66,,0.08
MCON,MCON Rasayan,44.00,10.62,32.28,0.00,1.80,76.47,36.86,26.32,11.06
531840,IEC Education,21.10,,32.20,0.00,-0.05,-25.00,0.00,,-6.42
AGUL,A G Universal,58.65,402.00,32.16,0.00,-0.41,-180.39,41.40,32.40,5.13
531780,Kaiser Corporat.,6.11,,32.15,0.00,0.80,73.08,3.10,-40.38,-0.65
540006,East WestFreight,2.52,,32.15,0.00,0.52,25.00,44.31,-24.81,2.50
521036,Source Industrie,28.19,267.83,32.14,0.00,0.06,0.00,0.33,200.00,2.63
544270,Khyati Global,46.00,5.19,32.10,0.00,3.31,58.37,84.08,37.39,16.23
518011,Keerthi Indus,39.97,,32.06,0.00,-1.76,-133.82,24.64,39.05,-25.32
511447,Sylph Industries,0.26,4.21,32.06,0.00,1.56,1200.00,24.87,13716.67,7.41
514312,Jaihind Industries,37.46,1601.00,32.02,0.00,0.00,100.00,0.05,150.00,0.12
CYBERMEDIA,Cyber Media Ind,15.50,8.15,32.02,0.00,1.63,-34.23,50.41,95.01,62.36
531533,Accedere,64.76,39.96,31.97,0.00,0.66,725.00,1.67,87.64,18.88
538812,Aanchal Ispat,75.35,15.79,31.90,0.00,1.19,338.00,38.37,10.90,41.26
511116,Quadrant Tele.,0.52,,31.84,0.00,5.50,111.24,51.24,-8.50,
530853,Hipolin,101.50,,31.77,0.00,0.01,100.42,3.94,-10.45,-1.69
531797,Scan Projects,110.25,32.33,31.68,0.00,0.29,93.33,4.70,44.17,13.35
GSS,GSS Infotech,12.11,31.06,31.68,0.00,-49.14,498.55,28.16,-31.00,0.72
502250,Lerthai Finance,452.00,,31.64,0.00,-0.25,-31.58,0.00,,-3.94
512425,Nirav Commercial,808.95,631.00,31.55,0.00,0.61,80.00,6.31,67.82,0.76
ARMOUR,Armour Security,18.70,5.94,31.55,0.00,2.41,61.74,27.40,48.75,22.83
LEXUS,Lexus Granito,15.13,30.25,31.46,0.00,-0.65,-225.00,11.54,-44.97,6.89
